,,es un hombre simpático (he's a nice man)
,,es una mujer simpática (she's a nice woman)
,,es un hombre antipático (he's an unpleasant man)
Pienso (I think),que (that),es una mujer antipática (she's an unpleasant woman)
Sabes (You know),,es un hombre raro (he's a strange man)
,,es una mujer rara (she's a strange woman)
,,es un país raro (it's a strange country)
,,es una palabra rara (it's a strange word)
